-1.56495	-1.56395	-1.56061	-1.55673	-1.55317	-1.55018	-1.54691	-1.54338	-1.53961	-1.53563	-1.53146	-1.52711	-1.5226	-1.51798	-1.51327	-1.5085	-1.50371	-1.49893	-1.49414	-1.48941	-1.48476	-1.48021	-1.4758	-1.47155	-1.46748	-1.46364	-1.46002	-1.45662	-1.45352	-1.45071	-1.44819	-1.44599	-1.44414	-1.44265	-1.44151	-1.44071	-1.44031	-1.44027	-1.44062	-1.44134	-1.44247	-1.44396	-1.44581	-1.44803	-1.45061	-1.45352	-1.45677	-1.46035	-1.46421	-1.46835	-1.47277	-1.47743	-1.4823	-1.48739	-1.49265	-1.49803	-1.50355	-1.50915	-1.51481	-1.52053	-1.52626	-1.53195	-1.5376	-1.54316	-1.54862	-1.55394	-1.55911	-1.56409	-1.56886	-1.57339	-1.57764	-1.58162	-1.58527	-1.58974	-1.5948	-1.59957	-1.60176	-1.601	-1.59759	-1.59354	-1.58978	-1.58664	-1.5832	-1.57949	-1.57552	-1.57128	-1.56683	-1.5622	-1.5574	-1.55247	-1.54744	-1.54234	-1.53717	-1.53198	-1.52681	-1.52168	-1.5166	-1.51163	-1.50677	-1.50204	-1.49749	-1.49314	-1.48902	-1.48514	-1.48153	-1.47819	-1.47514	-1.47242	-1.47	-1.46795	-1.46625	-1.46491	-1.46394	-1.46333	-1.46311	-1.46326	-1.46377	-1.46466	-1.46592	-1.46755	-1.46952	-1.47183	-1.47449	-1.47745	-1.48072	-1.48427	-1.48804	-1.49209	-1.49636	-1.50082	-1.50543	-1.5102	-1.51511	-1.52008	-1.52513	-1.53023	-1.53531	-1.54038	-1.54542	-1.55035	-1.55519	-1.55988	-1.56441	-1.56877	-1.57291	-1.57678	-1.58039	-1.58372	-1.58677	-1.59039	-1.59425	-1.59738	-1.59786	-1.59533	-1.59027	-1.58502	-1.58041	-1.57669	-1.57266	-1.56834	-1.56375	-1.55893	-1.5539	-1.54869	-1.54334	-1.53784	-1.53222	-1.52652	-1.52079	-1.51503	-1.50927	-1.50355	-1.4979	-1.49233	-1.48687	-1.48154	-1.4764	-1.47147	-1.46673	-1.46221	-1.45797	-1.454	-1.45033	-1.44695	-1.4439	-1.44122	-1.43888	-1.43688	-1.43525	-1.43401	-1.43315	-1.43264	-1.43252	-1.4328	-1.43344	-1.43446	-1.43583	-1.43755	-1.43962	-1.44201	-1.44472	-1.44775	-1.45104	-1.45459	-1.45842	-1.46246	-1.46669	-1.47111	-1.4757	-1.48038	-1.48517	-1.49005	-1.49498	-1.49993	-1.50486	-1.50977	-1.51461	-1.51936	-1.524	-1.5285	-1.53284	-1.53699	-1.54092	-1.54463	-1.54807	-1.55123	-1.55409	-1.55664	-1.55889	-1.56078	-1.56254	-1.56397	-1.56495
-43.2084	-43.2034	-43.1886	-43.1718	-43.1564	-43.1437	-43.1298	-43.1148	-43.0988	-43.0819	-43.0643	-43.046	-43.0272	-43.0079	-42.9882	-42.9684	-42.9484	-42.9284	-42.9086	-42.889	-42.8698	-42.8509	-42.8327	-42.8151	-42.7982	-42.7821	-42.767	-42.7528	-42.7397	-42.7277	-42.7169	-42.7073	-42.6991	-42.6921	-42.6866	-42.6825	-42.6797	-42.6784	-42.6785	-42.6801	-42.6832	-42.6877	-42.6936	-42.7009	-42.7096	-42.7196	-42.7309	-42.7434	-42.7571	-42.772	-42.7879	-42.8047	-42.8225	-42.841	-42.8603	-42.8802	-42.9007	-42.9216	-42.9428	-42.9642	-42.9857	-43.0072	-43.0286	-43.0498	-43.0706	-43.0909	-43.1106	-43.1296	-43.1478	-43.1651	-43.1814	-43.1965	-43.2105	-43.2275	-43.2465	-43.2639	-43.2707	-43.2656	-43.25	-43.2322	-43.2161	-43.2028	-43.1883	-43.1727	-43.1561	-43.1385	-43.1202	-43.1012	-43.0816	-43.0615	-43.0411	-43.0204	-42.9996	-42.9787	-42.9581	-42.9376	-42.9174	-42.8977	-42.8785	-42.86	-42.8422	-42.8252	-42.8091	-42.794	-42.7799	-42.767	-42.7553	-42.7448	-42.7356	-42.7277	-42.7212	-42.7161	-42.7124	-42.7102	-42.7095	-42.7101	-42.7123	-42.7159	-42.7209	-42.7273	-42.7351	-42.7442	-42.7546	-42.7663	-42.7791	-42.7931	-42.8081	-42.8241	-42.841	-42.8588	-42.8772	-42.8963	-42.9159	-42.936	-42.9564	-42.977	-42.9977	-43.0184	-43.0389	-43.0593	-43.0792	-43.0988	-43.1177	-43.1359	-43.1533	-43.1698	-43.1852	-43.1996	-43.2128	-43.2287	-43.2462	-43.2615	-43.2661	-43.2586	-43.2408	-43.2214	-43.2043	-43.1903	-43.1751	-43.1588	-43.1415	-43.1233	-43.1043	-43.0846	-43.0644	-43.0436	-43.0225	-43.0011	-42.9796	-42.9581	-42.9367	-42.9154	-42.8944	-42.8738	-42.8538	-42.8343	-42.8156	-42.7976	-42.7804	-42.7642	-42.7491	-42.735	-42.7221	-42.7103	-42.6998	-42.6907	-42.6828	-42.6763	-42.6712	-42.6676	-42.6653	-42.6645	-42.6651	-42.6671	-42.6706	-42.6754	-42.6816	-42.6892	-42.6981	-42.7082	-42.7195	-42.732	-42.7455	-42.7601	-42.7756	-42.792	-42.8092	-42.8271	-42.8457	-42.8647	-42.8842	-42.9039	-42.9239	-42.944	-42.9641	-42.984	-43.0037	-43.0231	-43.0421	-43.0604	-43.0782	-43.0951	-43.1112	-43.1263	-43.1404	-43.1533	-43.165	-43.1755	-43.1845	-43.1922	-43.1993	-43.2049	-43.2084
-37.1586	-37.1426	-37.0974	-37.0468	-37.0009	-36.9628	-36.9215	-36.8771	-36.8301	-36.7808	-36.7295	-36.6764	-36.6221	-36.5667	-36.5107	-36.4544	-36.3981	-36.3421	-36.2867	-36.2322	-36.179	-36.1272	-36.0771	-36.029	-35.983	-35.9394	-35.8984	-35.8602	-35.8248	-35.7925	-35.7634	-35.7376	-35.7151	-35.6962	-35.6808	-35.669	-35.661	-35.6566	-35.6559	-35.659	-35.6658	-35.6763	-35.6904	-35.7082	-35.7295	-35.7543	-35.7825	-35.814	-35.8487	-35.8865	-35.9272	-35.9706	-36.0166	-36.0649	-36.1155	-36.168	-36.2222	-36.2778	-36.3347	-36.3925	-36.4508	-36.5095	-36.5682	-36.6265	-36.6842	-36.7408	-36.7961	-36.8497	-36.9012	-36.9504	-36.9968	-37.0402	-37.0803	-37.1292	-37.184	-37.2337	-37.2521	-37.2356	-37.1876	-37.1341	-37.0861	-37.0467	-37.004	-36.9583	-36.9099	-36.8591	-36.8062	-36.7517	-36.6958	-36.6389	-36.5813	-36.5234	-36.4655	-36.408	-36.351	-36.295	-36.2402	-36.1868	-36.1352	-36.0855	-36.0381	-35.993	-35.9505	-35.9108	-35.874	-35.8403	-35.8098	-35.7826	-35.7588	-35.7385	-35.7218	-35.7088	-35.6994	-35.6937	-35.6918	-35.6937	-35.6993	-35.7086	-35.7216	-35.7382	-35.7584	-35.7821	-35.8093	-35.8398	-35.8734	-35.9101	-35.9498	-35.9922	-36.0372	-36.0846	-36.1342	-36.1858	-36.239	-36.2938	-36.3497	-36.4066	-36.4641	-36.5219	-36.5797	-36.6371	-36.6939	-36.7497	-36.8041	-36.8569	-36.9076	-36.9559	-37.0015	-37.0441	-37.0833	-37.1311	-37.1843	-37.2318	-37.2479	-37.2283	-37.1779	-37.1229	-37.074	-37.0341	-36.9909	-36.9447	-36.8958	-36.8446	-36.7913	-36.7364	-36.6801	-36.6227	-36.5647	-36.5062	-36.4477	-36.3895	-36.3318	-36.275	-36.2193	-36.165	-36.1123	-36.0615	-36.0127	-35.9662	-35.9222	-35.8809	-35.8423	-35.8067	-35.7742	-35.7449	-35.7189	-35.6963	-35.6771	-35.6615	-35.6495	-35.6411	-35.6363	-35.6352	-35.6377	-35.6439	-35.6537	-35.6671	-35.684	-35.7044	-35.7281	-35.7552	-35.7854	-35.8187	-35.855	-35.8941	-35.9358	-35.98	-36.0265	-36.075	-36.1254	-36.1774	-36.2309	-36.2854	-36.3408	-36.3967	-36.4528	-36.509	-36.5648	-36.6199	-36.674	-36.7267	-36.7777	-36.8268	-36.8736	-36.9177	-36.9589	-36.9968	-37.0313	-37.0621	-37.0889	-37.1115	-37.1324	-37.149	-37.1586
-32.0134	-31.964	-31.8278	-31.6767	-31.5412	-31.4298	-31.3099	-31.1824	-31.0486	-30.9095	-30.7663	-30.62	-30.4717	-30.3223	-30.173	-30.0245	-29.8778	-29.7335	-29.5924	-29.4552	-29.3225	-29.1948	-29.0725	-28.9562	-28.846	-28.7425	-28.6458	-28.5563	-28.4741	-28.3994	-28.3323	-28.2731	-28.2217	-28.1783	-28.143	-28.1158	-28.0968	-28.0859	-28.0832	-28.0888	-28.1026	-28.1245	-28.1547	-28.1929	-28.2393	-28.2936	-28.3559	-28.426	-28.5038	-28.5891	-28.6818	-28.7816	-28.8883	-29.0017	-29.1213	-29.2469	-29.378	-29.5142	-29.6548	-29.7994	-29.9472	-30.0975	-30.2496	-30.4027	-30.5557	-30.7077	-30.8578	-31.0048	-31.1476	-31.2852	-31.4163	-31.54	-31.6551	-31.7967	-31.9565	-32.1022	-32.1553	-32.1038	-31.9596	-31.801	-31.6602	-31.5457	-31.4227	-31.2922	-31.1552	-31.0131	-30.8667	-30.7174	-30.5661	-30.4138	-30.2616	-30.1102	-29.9607	-29.8137	-29.67	-29.5301	-29.3948	-29.2646	-29.1399	-29.0212	-28.9088	-28.803	-28.7042	-28.6125	-28.5282	-28.4515	-28.3826	-28.3215	-28.2683	-28.2232	-28.1862	-28.1574	-28.1367	-28.1243	-28.1202	-28.1243	-28.1367	-28.1573	-28.1861	-28.2231	-28.2682	-28.3214	-28.3825	-28.4514	-28.5281	-28.6123	-28.704	-28.8028	-28.9085	-29.0209	-29.1396	-29.2643	-29.3945	-29.5297	-29.6695	-29.8132	-29.9602	-30.1097	-30.261	-30.4132	-30.5655	-30.7168	-30.866	-31.0123	-31.1544	-31.2912	-31.4217	-31.5446	-31.6589	-31.7996	-31.958	-32.1018	-32.1528	-32.0973	-31.9507	-31.7911	-31.6502	-31.536	-31.4134	-31.2834	-31.147	-31.0054	-30.8597	-30.7109	-30.5601	-30.4082	-30.2562	-30.105	-29.9554	-29.8082	-29.664	-29.5236	-29.3875	-29.2562	-29.1303	-29.01	-28.8958	-28.7881	-28.687	-28.5928	-28.5058	-28.4261	-28.3539	-28.2893	-28.2324	-28.1833	-28.142	-28.1087	-28.0833	-28.066	-28.0566	-28.0553	-28.062	-28.0767	-28.0994	-28.13	-28.1686	-28.215	-28.2691	-28.331	-28.4004	-28.4773	-28.5614	-28.6526	-28.7507	-28.8554	-28.9665	-29.0836	-29.2064	-29.3344	-29.4672	-29.6042	-29.7448	-29.8885	-30.0345	-30.182	-30.3303	-30.4783	-30.6253	-30.7702	-30.912	-31.0495	-31.1819	-31.3079	-31.4265	-31.5367	-31.6374	-31.7278	-31.8069	-31.874	-31.9362	-31.9853	-32.0134
-29.6809	-29.5468	-29.1824	-28.7844	-28.433	-28.1485	-27.8463	-27.5302	-27.2039	-26.8709	-26.5346	-26.1979	-25.8636	-25.5341	-25.2116	-24.8978	-24.5942	-24.302	-24.0223	-23.7557	-23.5028	-23.264	-23.0396	-22.8296	-22.6342	-22.4533	-22.2869	-22.1347	-21.9967	-21.8726	-21.7624	-21.6658	-21.5826	-21.5128	-21.4561	-21.4125	-21.3818	-21.364	-21.359	-21.3669	-21.3876	-21.4212	-21.4679	-21.5275	-21.6004	-21.6866	-21.7863	-21.8998	-22.0271	-22.1684	-22.324	-22.494	-22.6785	-22.8776	-23.0913	-23.3197	-23.5625	-23.8196	-24.0905	-24.3748	-24.6715	-24.9799	-25.2987	-25.6263	-25.961	-26.3007	-26.6429	-26.985	-27.3238	-27.6562	-27.9784	-28.2869	-28.5779	-28.9411	-29.357	-29.7408	-29.8808	-29.7418	-29.359	-28.9439	-28.5814	-28.2908	-27.9829	-27.6612	-27.3294	-26.9911	-26.6496	-26.3079	-25.9688	-25.6348	-25.3078	-24.9897	-24.682	-24.3859	-24.1024	-23.8322	-23.5759	-23.3338	-23.1063	-22.8934	-22.6952	-22.5115	-22.3425	-22.1879	-22.0475	-21.9213	-21.8089	-21.7103	-21.6252	-21.5535	-21.495	-21.4496	-21.4173	-21.398	-21.3915	-21.398	-21.4173	-21.4497	-21.495	-21.5535	-21.6252	-21.7103	-21.809	-21.9214	-22.0477	-22.1881	-22.3428	-22.5118	-22.6954	-22.8937	-23.1066	-23.3342	-23.5763	-23.8327	-24.1029	-24.3864	-24.6825	-24.9903	-25.3084	-25.6354	-25.9695	-26.3087	-26.6504	-26.9919	-27.3302	-27.662	-27.9838	-28.2918	-28.5823	-28.9449	-29.36	-29.7426	-29.8812	-29.736	-29.3509	-28.9366	-28.576	-28.2877	-27.9822	-27.6632	-27.3341	-26.9985	-26.6596	-26.3202	-25.9832	-25.6508	-25.3252	-25.0081	-24.701	-24.405	-24.1213	-23.8504	-23.593	-23.3495	-23.1201	-22.905	-22.7042	-22.5177	-22.3454	-22.1872	-22.0429	-21.9124	-21.7955	-21.692	-21.6017	-21.5245	-21.4602	-21.4087	-21.3698	-21.3436	-21.3298	-21.3286	-21.3398	-21.3636	-21.3999	-21.4489	-21.5107	-21.5853	-21.6729	-21.7737	-21.8878	-22.0155	-22.1568	-22.312	-22.4812	-22.6645	-22.862	-23.0737	-23.2995	-23.5393	-23.7928	-24.0595	-24.339	-24.6303	-24.9327	-25.2449	-25.5652	-25.8921	-26.2233	-26.5566	-26.8892	-27.2181	-27.5402	-27.852	-28.1499	-28.4305	-28.69	-28.9253	-29.133	-29.3104	-29.4755	-29.6064	-29.6809
-30.2996	-29.9873	-29.1466	-28.2357	-27.4425	-26.8103	-26.1514	-25.4773	-24.7988	-24.1256	-23.4657	-22.8256	-22.2104	-21.6237	-21.068	-20.5446	-20.0542	-19.5967	-19.1715	-18.7779	-18.4146	-18.0805	-17.7741	-17.4941	-17.239	-17.0075	-16.7984	-16.6105	-16.4427	-16.2939	-16.1633	-16.05	-15.9534	-15.8729	-15.8079	-15.758	-15.723	-15.7025	-15.6966	-15.705	-15.7279	-15.7655	-15.8179	-15.8854	-15.9686	-16.0679	-16.1839	-16.3174	-16.4691	-16.6399	-16.831	-17.0433	-17.2782	-17.5369	-17.8206	-18.131	-18.4693	-18.8369	-19.2351	-19.6651	-20.1278	-20.6236	-21.1528	-21.7146	-22.3077	-22.9297	-23.5769	-24.2443	-24.9254	-25.6121	-26.2948	-26.9626	-27.6041	-28.4172	-29.3602	-30.2352	-30.5537	-30.2353	-29.3607	-28.4181	-27.6053	-26.9642	-26.2967	-25.6144	-24.9282	-24.2475	-23.5806	-22.934	-22.3125	-21.7199	-21.1586	-20.63	-20.1348	-19.6728	-19.2434	-18.8458	-18.4788	-18.1412	-17.8315	-17.5484	-17.2905	-17.0564	-16.8448	-16.6545	-16.4844	-16.3336	-16.201	-16.0859	-15.9875	-15.9053	-15.8388	-15.7874	-15.751	-15.7292	-15.722	-15.7293	-15.7511	-15.7875	-15.8389	-15.9054	-15.9877	-16.0861	-16.2012	-16.3338	-16.4847	-16.6548	-16.8452	-17.0568	-17.291	-17.549	-17.8322	-18.142	-18.4797	-18.8468	-19.2445	-19.6739	-20.1361	-20.6315	-21.1602	-21.7216	-22.3143	-22.9359	-23.5827	-24.2499	-24.9307	-25.6171	-26.2995	-26.9672	-27.6085	-28.4214	-29.3643	-30.2391	-30.5576	-30.228	-29.351	-28.4125	-27.6058	-26.9707	-26.3095	-25.6336	-24.9534	-24.2782	-23.6161	-22.9734	-22.3551	-21.7649	-21.2051	-20.6772	-20.1819	-19.7191	-19.2885	-18.889	-18.5198	-18.1794	-17.8667	-17.5801	-17.3185	-17.0803	-16.8644	-16.6696	-16.4948	-16.339	-16.2012	-16.0807	-15.9766	-15.8885	-15.8157	-15.7577	-15.7143	-15.6852	-15.6702	-15.6692	-15.6823	-15.7094	-15.7508	-15.8067	-15.8775	-15.9636	-16.0655	-16.1839	-16.3194	-16.473	-16.6454	-16.8377	-17.0511	-17.2865	-17.5454	-17.8291	-18.1387	-18.4758	-18.8417	-19.2374	-19.6642	-20.1228	-20.6135	-21.1364	-21.6907	-22.275	-22.8867	-23.5221	-24.1762	-24.8424	-25.5128	-26.1779	-26.8273	-27.4497	-28.0336	-28.5681	-29.0432	-29.4505	-29.8301	-30.1307	-30.2996
-33.5345	-32.9421	-31.3223	-29.5165	-27.9285	-26.6733	-25.3912	-24.1184	-22.8843	-21.7106	-20.6114	-19.5943	-18.6619	-17.8131	-17.0444	-16.3511	-15.7274	-15.1675	-14.6655	-14.216	-13.8138	-13.454	-13.1326	-12.8455	-12.5896	-12.3619	-12.1596	-11.9805	-11.8228	-11.6848	-11.5649	-11.4618	-11.3746	-11.3024	-11.2444	-11.2001	-11.169	-11.1508	-11.1454	-11.1527	-11.1728	-11.2058	-11.2521	-11.312	-11.3862	-11.4755	-11.5807	-11.7028	-11.8432	-12.0033	-12.1847	-12.3896	-12.6201	-12.879	-13.1693	-13.4942	-13.8576	-14.2638	-14.7175	-15.224	-15.7888	-16.4179	-17.117	-17.892	-18.7477	-19.6877	-20.7129	-21.8209	-23.0039	-24.2481	-25.5316	-26.8248	-28.0917	-29.7096	-31.5635	-33.2287	-33.8152	-33.2275	-31.5615	-29.7075	-28.0899	-26.8234	-25.5306	-24.2476	-23.004	-21.8215	-20.714	-19.6893	-18.75	-17.8948	-17.1204	-16.4219	-15.7934	-15.229	-14.723	-14.2699	-13.8642	-13.5013	-13.1769	-12.8872	-12.6288	-12.3987	-12.1944	-12.0134	-11.8539	-11.7142	-11.5927	-11.4882	-11.3996	-11.3261	-11.2669	-11.2214	-11.1892	-11.1701	-11.1638	-11.1701	-11.1893	-11.2216	-11.267	-11.3263	-11.3999	-11.4885	-11.5931	-11.7146	-11.8544	-12.0138	-12.1948	-12.3993	-12.6294	-12.8878	-13.1776	-13.502	-13.8649	-14.2707	-14.724	-15.2302	-15.7946	-16.4233	-17.1222	-17.8968	-18.7523	-19.692	-20.7169	-21.8246	-23.0075	-24.2515	-25.5349	-26.828	-28.0949	-29.7131	-31.5677	-33.2342	-33.8221	-33.2156	-31.5467	-29.7019	-28.0974	-26.8433	-25.5628	-24.2912	-23.0572	-21.8824	-20.7805	-19.7595	-18.822	-17.9671	-17.1918	-16.4913	-15.8601	-15.2926	-14.783	-14.3259	-13.9162	-13.549	-13.2202	-12.9261	-12.6632	-12.4286	-12.2197	-12.0342	-11.8701	-11.7256	-11.5992	-11.4898	-11.3962	-11.3173	-11.2526	-11.2014	-11.1633	-11.1378	-11.1248	-11.1241	-11.1358	-11.1599	-11.1966	-11.2463	-11.3096	-11.3869	-11.479	-11.5868	-11.7116	-11.8545	-12.017	-12.2008	-12.408	-12.6408	-12.9019	-13.1941	-13.5209	-13.886	-14.2937	-14.7485	-15.2557	-15.8206	-16.449	-17.1465	-17.9184	-18.7693	-19.7022	-20.7177	-21.8127	-22.9794	-24.2032	-25.4625	-26.7281	-27.9646	-29.1347	-30.2039	-31.145	-31.9397	-32.6665	-33.2295	-33.5345
-38.5775	-37.7596	-35.3298	-32.264	-29.3471	-27.0072	-24.6852	-22.4959	-20.5057	-18.7408	-17.2007	-15.8697	-14.7256	-13.7441	-12.9022	-12.1788	-11.5559	-11.0179	-10.5517	-10.1467	-9.79371	-9.48519	-9.21519	-8.97838	-8.77046	-8.5879	-8.4278	-8.28769	-8.16536	-8.05895	-7.96722	-7.88897	-7.82291	-7.76835	-7.7248	-7.69158	-7.66825	-7.6547	-7.65067	-7.65593	-7.67082	-7.69544	-7.73	-7.77503	-7.8309	-7.89828	-7.97816	-8.0715	-8.17946	-8.3035	-8.4455	-8.60758	-8.79216	-9.00225	-9.24136	-9.51388	-9.8251	-10.1812	-10.5896	-11.0595	-11.6016	-12.2291	-12.9577	-13.8055	-14.7935	-15.9452	-17.2846	-18.8344	-20.6102	-22.6124	-24.815	-27.1513	-29.5058	-32.4656	-35.5904	-38.0574	-38.8364	-38.054	-35.5845	-32.4591	-29.4999	-27.1461	-24.8107	-22.6089	-20.6075	-18.8326	-17.2836	-15.9449	-14.794	-13.8065	-12.9592	-12.2312	-11.6041	-11.0624	-10.593	-10.185	-9.82933	-9.5185	-9.24623	-9.0074	-8.79776	-8.61356	-8.45187	-8.31033	-8.18669	-8.07912	-7.98621	-7.90681	-7.83984	-7.78441	-7.73999	-7.70602	-7.68204	-7.66769	-7.66284	-7.66764	-7.68202	-7.70603	-7.74018	-7.78472	-7.84009	-7.9071	-7.98652	-8.07933	-8.18687	-8.31069	-8.45237	-8.61394	-8.79812	-9.00788	-9.24667	-9.51897	-9.82999	-10.1858	-10.594	-11.0635	-11.6054	-12.2327	-12.9609	-13.8084	-14.7962	-15.9475	-17.2866	-18.8361	-20.6115	-22.6135	-24.8159	-27.1522	-29.5066	-32.4669	-35.5935	-38.064	-38.8463	-38.0398	-35.5643	-32.4516	-29.5159	-27.1851	-24.8705	-22.6848	-20.694	-18.9247	-17.3774	-16.0375	-14.8832	-13.8913	-13.0389	-12.3054	-11.6728	-11.1257	-10.6509	-10.2377	-9.87701	-9.56149	-9.28474	-9.04164	-8.82783	-8.63964	-8.47416	-8.32871	-8.2011	-8.08977	-7.99319	-7.91001	-7.83923	-7.77993	-7.73142	-7.69317	-7.6647	-7.64581	-7.63624	-7.63574	-7.64441	-7.66242	-7.68987	-7.72712	-7.77465	-7.83297	-7.90284	-7.9851	-8.08064	-8.19084	-8.31734	-8.4618	-8.62627	-8.8134	-9.02618	-9.26818	-9.5439	-9.85853	-10.2182	-10.6306	-11.1047	-11.6513	-12.2835	-13.0168	-13.8693	-14.8615	-16.0162	-17.3567	-18.9038	-20.6715	-22.6581	-24.8351	-27.1343	-29.4416	-31.6115	-33.5197	-35.1042	-36.3559	-37.4236	-38.1941	-38.5775
-44.0974	-43.4512	-40.9979	-36.6926	-31.5031	-27.0932	-23.0404	-19.6245	-16.8663	-14.6801	-12.9547	-11.588	-10.4972	-9.61795	-8.90146	-8.3117	-7.82149	-7.41023	-7.06262	-6.76641	-6.51264	-6.29423	-6.10507	-5.94104	-5.79832	-5.674	-5.56569	-5.47123	-5.38918	-5.31829	-5.2573	-5.20522	-5.16167	-5.12581	-5.09692	-5.07501	-5.05989	-5.05084	-5.0479	-5.05151	-5.06136	-5.07758	-5.10033	-5.12985	-5.16674	-5.21137	-5.26423	-5.32618	-5.39819	-5.48127	-5.57679	-5.68644	-5.81203	-5.95613	-6.12183	-6.31263	-6.533	-6.78879	-7.08727	-7.43763	-7.85189	-8.34555	-8.93912	-9.65996	-10.5446	-11.6418	-13.0161	-14.7509	-16.9489	-19.7216	-23.155	-27.2288	-31.6621	-36.9136	-41.2685	-43.7215	-44.3044	-43.7151	-41.2571	-36.901	-31.6507	-27.2194	-23.1476	-19.716	-16.9451	-14.7483	-13.0144	-11.6409	-10.5443	-9.66017	-8.93972	-8.34653	-7.8532	-7.43917	-7.08912	-6.79098	-6.53544	-6.31523	-6.12477	-5.95957	-5.8156	-5.69006	-5.5808	-5.48551	-5.40262	-5.33088	-5.26918	-5.21657	-5.17231	-5.13592	-5.10665	-5.08424	-5.06837	-5.05892	-5.05596	-5.05902	-5.06839	-5.08432	-5.10672	-5.13593	-5.17246	-5.21672	-5.26926	-5.33105	-5.4029	-5.4857	-5.58095	-5.69039	-5.81594	-5.95984	-6.12532	-6.31593	-6.53601	-6.79162	-7.08999	-7.44014	-7.85398	-8.34738	-8.94084	-9.66152	-10.5459	-11.6429	-13.0169	-14.7512	-16.9486	-19.7205	-23.1531	-27.226	-31.6587	-36.9109	-41.2688	-43.7286	-44.3179	-43.7126	-41.2417	-36.8909	-31.6784	-27.2885	-23.2452	-19.8269	-17.0582	-14.857	-13.1154	-11.7332	-10.6279	-9.73531	-9.00717	-8.40701	-7.90742	-7.48799	-7.13293	-6.83009	-6.57037	-6.34652	-6.15248	-5.98378	-5.83691	-5.70857	-5.59624	-5.49832	-5.41307	-5.33882	-5.27448	-5.21923	-5.1724	-5.13335	-5.10147	-5.07635	-5.05777	-5.0454	-5.03895	-5.03867	-5.0444	-5.05609	-5.07418	-5.09873	-5.13004	-5.1686	-5.21481	-5.26924	-5.33284	-5.40652	-5.49136	-5.58878	-5.7003	-5.82806	-5.97446	-6.14251	-6.33609	-6.55964	-6.81901	-7.12166	-7.47674	-7.89666	-8.39725	-8.99932	-9.7304	-10.6272	-11.7388	-13.1298	-14.8829	-17.0988	-19.8838	-23.3141	-27.3532	-31.702	-35.672	-38.7245	-40.8525	-42.2518	-43.2474	-43.849	-44.0974
-48.7963	-48.8701	-48.1787	-44.0404	-34.5343	-25.5694	-19.0281	-14.6361	-11.7061	-9.70755	-8.30066	-7.27731	-6.50996	-5.91924	-5.45457	-5.08171	-4.77765	-4.52691	-4.31699	-4.14002	-3.99002	-3.8616	-3.75112	-3.65559	-3.57292	-3.50113	-3.43867	-3.38449	-3.33757	-3.29704	-3.26223	-3.23274	-3.20767	-3.18709	-3.1709	-3.15839	-3.1496	-3.14456	-3.14311	-3.14481	-3.15021	-3.15945	-3.17246	-3.18944	-3.21046	-3.23581	-3.26591	-3.30137	-3.34253	-3.39026	-3.4451	-3.50815	-3.58101	-3.66463	-3.7608	-3.8722	-4.00198	-4.1534	-4.33121	-4.54204	-4.79464	-5.10057	-5.47575	-5.94368	-6.5381	-7.30957	-8.33825	-9.75244	-11.7605	-14.7044	-19.1169	-25.6885	-34.6982	-44.2992	-48.4319	-49.0698	-48.9676	-49.0603	-48.4136	-44.2772	-34.6801	-25.6762	-19.109	-14.6992	-11.7569	-9.75009	-8.33699	-7.30863	-6.53738	-5.94362	-5.4761	-5.10086	-4.79516	-4.54282	-4.33188	-4.15412	-4.00296	-3.87373	-3.76245	-3.66615	-3.5828	-3.51043	-3.44739	-3.39255	-3.34506	-3.30398	-3.26874	-3.23871	-3.21353	-3.19268	-3.17596	-3.16325	-3.15443	-3.14931	-3.14748	-3.14935	-3.1547	-3.16347	-3.17593	-3.19269	-3.21369	-3.2389	-3.26902	-3.30422	-3.34511	-3.39242	-3.44709	-3.51021	-3.58264	-3.66602	-3.76233	-3.87381	-4.00338	-4.15437	-4.33209	-4.54327	-4.79612	-5.10182	-5.47695	-5.94452	-6.53838	-7.30982	-8.33826	-9.75183	-11.7595	-14.7028	-19.1135	-25.6827	-34.6893	-44.2894	-48.4282	-49.077	-48.9853	-49.0896	-48.4315	-44.272	-34.7284	-25.7921	-19.2425	-14.8244	-11.8656	-9.84238	-8.41523	-7.3753	-6.59467	-5.99327	-5.51933	-5.13902	-4.829	-4.57275	-4.35841	-4.17752	-4.02374	-3.89188	-3.77864	-3.68051	-3.59496	-3.52096	-3.45658	-3.40025	-3.35128	-3.30874	-3.27209	-3.24085	-3.21412	-3.19175	-3.1736	-3.15928	-3.14858	-3.14145	-3.13763	-3.13743	-3.14082	-3.14749	-3.15778	-3.17194	-3.18987	-3.21189	-3.23833	-3.26934	-3.30564	-3.34772	-3.3961	-3.45189	-3.5162	-3.5901	-3.67505	-3.77306	-3.88624	-4.01769	-4.17147	-4.35247	-4.56729	-4.82441	-5.13566	-5.5177	-5.99446	-6.60086	-7.38912	-8.44143	-9.88924	-11.9463	-14.9594	-19.4601	-26.1083	-35.0441	-42.7512	-46.6618	-48.2954	-48.8495	-48.9605	-48.8832	-48.7963
